objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,genre,date_published,date_description,publisher,licensing,musical,adaptation,adaptation_of,description,colocated,notes,format
301,"Old Lady Shows Her Medals, The","Barrie, James M.",08-18,3,4,0,7,FALSE,51,,1918,,"Hodder and Stoughton, London",FALSE,FALSE,FALSE,,"Mrs. Dowey is entertaining three other charwomen at tea; they are all proud of their sons in the army (1914 1918). The curate arrives with Kenneth Dowey of the Black Watch in tow. But Mrs. Dowey has no son; she only pretends after seeing Kenneth's name in a newspaper. Since he has no family, he agrees to spend his leave with her and Mrs. Dowey has the long wished for experience of mothering a boy. When Private Dowey does not return, the old lady puts away his effects and bravely sets out to work.",,"First published in Barrie's collection ""Echoes of the War"" in 1918.",
302,Old Mother Hubbard,"Barr, June",04-10,1,3,5,9,TRUE,6,Nursery Rhymes,,Unknown,Unknown,TRUE,FALSE,TRUE,Adaptation of several nursery rhymes.,"An adaptation of Old Mother Hubbard, The Little Old Woman who Lives in a Shoe, Jack and Jill, and other nursery rhymes.",,,
303,Oliver,"Bart, Lionel",06-18,10,7,0,17,TRUE,95,,1977,,"TRO-Hollis Music, Inc.",TRUE,TRUE,TRUE,Adaptation of Oliver Twist by Charles Dickens.,"The streets of Victorian England come to life as Oliver, a malnourished orphan in a workhouse, becomes the neglected apprentice of an undertaker. Oliver escapes to London and finds acceptance amongst a group of petty thieves and pickpockets led by the elderly Fagin.",,,
304,Once Upon an Island,"Stephens, Jeffryn",06-12,1,3,13,17,FALSE,24,Fantasy drama,1983,,YPPC,FALSE,FALSE,FALSE,,Three siblings are lost at sea and wash up on an island inhabited by feuding magical creatures.,,,
305,One Million Pound Note,"Bland, Joellen",08-14,5,1,3,9,FALSE,6,,1987,,Unknown,TRUE,FALSE,TRUE,Adapted from Mark Twain's short story of the same name.,"It's the 1800s and two wealthy British siblings, Annabel and Edward, make a bet between them whether a destitute man can survive a month in London if they give him a million-pound bank note. Because the man cannot account for the note being in his possession, he cannot cash it at the bank, yet he must be able to live on it for thirty days and keep out of jail. If he succeeds, they will offer him a high-paying position. They find the perfect candidate in Henry Adams, an American whose wits not only enable him to survive, but make him far richer than anyone dreamed.",,,
306,One Minute Play,"Durang, Christopher",14-18,1,1,0,2,FALSE,2,,1992,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"A young man tells his suicidal, despairing thoughts to a cheerful woman who chooses to ignore them.",,,
307,One Sunday Afternoon,"Hagan, James",14-18,12,7,0,19,FALSE,5,Comedy,1930,,"Samuel French, Inc.",FALSE,FALSE,FALSE,,"The hero is Biff Grimes, a handsome and impetuous bully. Unwelcome at the homes of the village belles, he meets them on the park benches and plies them with his fascinations. For hours they sit beneath the trees with him, talking of the birds and the stars in pretty language. Grimes' favorite girl is won away from him by his enemy, Hugo Barnstead, and he nurses a grudge. He becomes a dentist (in the prologue and epilogue he is to be seen viciously pulling one of Hugo's teeth). At the end Grimes meets his lost love. Her charm has gone and ill nature has taken its place. From then on life becomes sweeter to Grimes, both in the affection of his wife and in the hominess of his life.",,,
308,One Thousand and One Nights,"Stephens, Jeffryn",06-12,10,10,0,20,TRUE,21,,1999,,YPPC,FALSE,FALSE,FALSE,Adapted from the Middle Eastern folktales.,"Based on A Thousand and One Arabian Nights, this story within a story tells how a young woman's courage and intelligence saves the day.",,Adapted from Joann Leonard's version by Jeffryn Stephens.,
309,Opening Night,"Fernand, Roland",08-18,1,10,0,11,FALSE,26,,1952,,Dramatic Publishing,TRUE,FALSE,TRUE,Based on the story by Cornelia Otis Skinner.,"Cornelia is about to open a new show on Broadway! Alden, her husband, has left orders that she is not to be disturbed, but he's so jittery himself that he calls constantly to tell her to relax. An old friend arrives and collapses. Ex-classmates drop in to wangle tickets.",One copy is co-located in the black folder with Stage Door.,,
310,Other People's Money,"Sterner, Jerry",10-18,3,2,0,5,FALSE,31,,1989,,"Samuel French, Inc.",TRUE,FALSE,FALSE,,"Wall Street takeover artist Lawrence Garfinkle's computer is going tilt over the undervalued stock of New England Wire & Cable. If the stockholders back his take over, they will make a bundle but what will happen to the 1200 employees and the community when he liquidates the assets? Opposing the rapacious financier are the genial man who has run the company since the year one and his chief operations officer. They bring in a young lawyer who specializes in fending off takeovers. Should she use green mail? Find a white knight? Employ a shark repellent? This compelling drama explores whether corporate raiders are creatures from the Black Lagoon of capitalism or realists.",,,
311,Our Favorite Things,"Various,",12-18,0,0,36,36,TRUE,27,Comedy,,Various,Various,TRUE,TRUE,FALSE,,"A compliation of scenes and songs, including Swallows from Monty Python, Calvin and Hobbes, Wicked, The Adventures of Ruth Harrison, Reference Librarian, and scenes from Play-Gerism.",,,
312,Our Lady of Guadalupe,"Unknown,",04-18,3,1,9,13,FALSE,5,,,Unknown,Unknown,TRUE,FALSE,TRUE,Adapted from the story of Our Lady of Guadelupe.,A vision of holy Mary visits an Aztec man in Mexico and tells him to go to the bishop and get the bishop to build a church.,,"This has at least two different versions, as well as some liturgical papers and other documentation for Advent.",
313,Our Own Stuff,"Stephens, Jeffryn",14-18,0,0,19,19,TRUE,18,Improv,,Unknown,Unknown,FALSE,FALSE,FALSE,,Based on improvizations by the Rags and Patches Players of the Young People's Performing Company.,,,
314,Out of Our Father's House,"Merriam, Eve",12-18,0,3,0,3,TRUE,62,,1978,,"Samuel French, Inc.",TRUE,TRUE,TRUE,Based on Eve Merriam's Growing Up Female in America,"This moving play is drawn from the diaries, journals and letters of women: a schoolgirl-- founder of the Women's Suffrage Movement, an astronomer, a labor organizer, a minister, a doctor and a woman from the Jewish ghetto. They are seen as they grow up, marry, bear children and face being ostracized for wanting careers.",,,
315,Overtones,"Gerstenberg, Alice",12-18,0,4,0,4,FALSE,21,,1919,,"Doubleday, Page, and Co.",FALSE,FALSE,FALSE,,"Basically a two character drama, this play shows two women as they appear to each other, and their inner selves as they really are. Harriet and Margaret are two refined ladies, but Hettie and Maggie are their thoughts and emotions come to life. As cool and serene as Harriet and Margaret may appear, Hettie and Maggie are just as volatile, troubled and passionate. A play where human nature as it appears to the world and as it is becomes dramatized psychology.",,,
316,Oyster and the Pearl,"Saroyan, William",08-14,8,2,0,10,FALSE,22,,1965,,Unknown,TRUE,FALSE,FALSE,,Harry Van Dusen is a barber that has a philosophy of “Take it easy.” He tries to spread his philosophy by talking to people when he is cutting their hair.,,Might come from the book Theatre Today?,
317,"Pacca, the Little Bowman: A Jakata Tale of India","Winther, Barbara",04-12,4,2,7,13,TRUE,10,,1976,,"Plays, Inc.",FALSE,FALSE,TRUE,Adapted from the Indian folktale.,"Pacca the archer convinces Katti, the big firewood merchant, to join the guard and split the pay with him, since Pacca will do all the archery. Katti eventually becomes famous because of Pacca's archery, and refuses to give him his cut. Pacca leaves and Katti is left not knowing what to do when the palace is attacked.",,,
318,Pandora,"Stephens, Jeffryn",04-12,8,5,7,20,FALSE,7,Mythology,,Unknown,Unknown,TRUE,FALSE,TRUE,Adaptation of the Pandora's Jar myth,A retelling of the Pandora's Jar myth.,,,
319,Panic in the Palace,"Swintz, Martha",04-12,2,5,7,14,TRUE,14,,1985,,"Plays, Inc.",FALSE,FALSE,FALSE,,The pets of the two princesses cause an uproar when visiting nobility believes the frog and skunk to be a time bomb and poison gas.,,"Found in Children's Plays from Favorite Stories, edited by Sylvia E. Kamerman",
320,Parents Just Don't Understand,"Unknown,",12-18,0,0,1,1,FALSE,1,Monologue,,Unknown,Unknown,TRUE,FALSE,FALSE,,A child's lament that their parent doesn't understand the things about their life.,,Might be a song.,
321,"Passion, Poison, and Petrifaction or The Fatal Gazogene","Shaw, George Bernard",12-18,4,2,0,6,FALSE,13,,1905,,"Samuel French, Inc.",FALSE,FALSE,FALSE,,"Lady Magnesia is preparing for bed when her husband tries to come in and kill her. But in the psychedelic light her lover appears and is promptly poisoned by her husband. The antidote is lime, so he starts eating the ceiling's plaster and turns into a statue. The normality of the cuckoo clock returns after lightning kills the interloping doctor, policeman and landlord.",,,
322,"Patient, The","Christie, Agatha",12-18,5,4,0,9,FALSE,25,,1963,,"Samuel French, Inc.",TRUE,FALSE,FALSE,,"The patient, Mrs. Wingfield, has been horribly injured in a fall from her balcony, rendering her unable to communicate. The fall may have been an accident, an attempted suicide or – worse still – a cold-blooded killer bent on murder. The tension builds as relatives gather around her hospital bed, until an ingenious device helps Mrs. Wingfield convey a message that could solve the mystery.",,,
323,"Perils of Priscilla or Schoolmarm's Dilemma, The","Fendrich, Shubert",04-12,3,4,0,7,TRUE,18,,1969,,Pioneer Drama Service,TRUE,FALSE,FALSE,,"The head of the school board is the villain in this sparkling melodrama (think of the fun you can have with that!). The old, faithful school teacher of many years mysteriously disappears after she refuses to assist the villain with his vile plans. Enter our heroine, the new teacher, who has come to care for her crippled orphan niece and to teach in the small country school. Our cowboy hero would like to be sheriff, but finds it difficult since he can’t read enough to know who’s wanted on the ""Wanted"" posters... or for what. Three students help the hero solve the murder and foil the villain. The illiterate cowboy becomes the schoolmarm’s favorite pupil... in more ways than one.",,,
324,"Persecution and Assassination of Jean-Paul Marat as Performed by the Inmates of the Asylum of Charenton Under the Direction of the Marquis de Sade, The","Weiss, Peter",16-18,9,3,0,12,TRUE,99,,1964,,Highgate Press,TRUE,TRUE,FALSE,,"Set in the historic French asylum where the Marquis de Sade often performed plays with his fellow inmates during their imprisonment, this play-within-a-play presents the final days of the French Revolution for the asylum’s visiting director and his upper-class family. Their portrayal sheds a chilling light on the complexities of revolution and the fragility of the human mind, and the audience is forced to confront uncomfortable questions about mental illness, leadership and the true nature of freedom. Peter Weiss’ Tony Award-winning masterpiece uses song and story to create a political parable that is a deep examination of human suffering and class struggle that still resonates deeply today.",,This play is an imagination of the types of plays that the Marquis de Sade may be put on while incarcerated in the asylum.,
325,Persephone and Pandora,"Stephens, Jeffryn",04-12,8,9,9,26,TRUE,29,,2007,,YPPC,TRUE,FALSE,TRUE,Adapted from the Greek myths.,Hades kidnaps Persephone and takes her to be his queen. She ends up coming to a compromise after eating six pomegranate seeds. Pandora opens a jar meant to hold the sorrows of humanity.,The Twelve Olympian Gods and How the Seasons Came to Be,"These are technically two separate plays, and can be staged together or separately. Persephone is also titled The Twelve Olympian Gods and How the Seasons Came to Be.",
326,Perseus and Medusa,"Stephens, Jeffryn",04-12,4,12,3,19,TRUE,12,,1987,,YPPC,TRUE,FALSE,TRUE,Adapted from the Greek myths.,Medusa is changed into a Gorgon by angering a goddess. Perseus journeys to kill Medusa.,,,
327,Peter and the Wolf,"Stephens, Jeffryn",04-10,2,0,7,9,FALSE,6,Folktales,,Unknown,Unknown,TRUE,FALSE,TRUE,Adaptation of Peter and the Wolf,An adaptation of Peter and the Wolf where no one dies and the wolf goes to the zoo in 18th century Russia.,,,
